road,random--la11,random--la14,random--la17,random--la18,random--la111,random--la115,random--la117,random--la102,random--la103,random--la105,random--la108,random--la109,random--la1012,random--la1017,random--la1018,random--la1020,random--la23,random--la24,random--la28,random--la210,random--la211,random--la213,random--la214,random--la215,random--la216,random--la218,random--la219,random--la220,random--la222,random--la31,random--la35,random--la36,random--la37,random--la38,random--la310,random--la311,random--la318,random--la321,random--la322,random--la323,random--la42,random--la44,random--la46,random--la49,random--la412,random--la413,random--la414,random--la415,random--la53,random--la56,random--la57,random--la58,random--la59,random--la510,random--la511,random--la517,random--la518,random--la520,random--la61,random--la62,random--la63,random--la66,random--la68,random--la610,random--la614,random--la615,random--la616,random--la617,random--la619,random--la621,random--la622,random--la623,random--la625,random--la626,random--la627,random--la72,random--la74,random--la75,random--la77,random--la79,random--la711,random--la713,random--la714,random--la716,random--la718,random--la719,random--la82,random--la84,random--la85,random--la87,random--la88,random--la810,random--la811,random--la813,random--la814,random--la816,random--la818,random--la819,random--la820,random--la821,random--la822,random--la824,random--la92,random--la93,random--la96,random--la98,random--la910,random--la912,random--la914,random--la916,random--la917,random--la918,random--la921,random--la922,random--la923
random--la108,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2222222222222222,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.2857142857142857,0.18181818181818182,0.09090909090909091,0.125,0.2222222222222222,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.1,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.1111111111111111,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.25,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
random--la109,0.0625,0.06666666666666667,0.06666666666666667,0.0625,0.0625,0.1111111111111111,0.0625,0.0625,0.08333333333333333,0.0625,0.09090909090909091,1.0,0.07692307692307693,0.07142857142857142,0.0625,0.0625,0.1875,0.14285714285714285,0.16666666666666666,0.0625,0.125,0.1111111111111111,0.0625,0.07692307692307693,0.125,0.2,0.0625,0.06666666666666667,0.06666666666666667,0.0625,0.08333333333333333,0.1111111111111111,0.0625,0.06666666666666667,0.0625,0.0625,0.08333333333333333,0.08333333333333333,0.0625,0.0625,0.125,0.06666666666666667,0.0625,0.0625,0.1875,0.0625,0.07142857142857142,0.0625,0.0625,0.0625,0.0625,0.1,0.16666666666666666,0.0625,0.125,0.25,0.08333333333333333,0.125,0.0625,0.125,0.125,0.125,0.06666666666666667,0.125,0.1,0.0625,0.1875,0.0625,0.0625,0.15384615384615385,0.09090909090909091,0.13333333333333333,0.07142857142857142,0.06666666666666667,0.125,0.08333333333333333,0.1111111111111111,0.0625,0.07692307692307693,0.07692307692307693,0.07142857142857142,0.0625,0.07142857142857142,0.2,0.08333333333333333,0.06666666666666667,0.125,0.0625,0.0625,0.125,0.07692307692307693,0.07692307692307693,0.07142857142857142,0.13333333333333333,0.0625,0.0625,0.08333333333333333,0.0625,0.13333333333333333,0.0625,0.125,0.125,0.0625,0.0625,0.18181818181818182,0.08333333333333333,0.0625,0.0625,0.0625,0.07142857142857142,0.07142857142857142,0.0625,0.125,0.0625,0.125
random--la1012,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.1111111111111111,0.07692307692307693,0.15384615384615385,0.08333333333333333,0.15384615384615385,0.18181818181818182,0.07692307692307693,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.14285714285714285,0.08333333333333333,0.07692307692307693,0.125,0.1111111111111111,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.1,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.08333333333333333,0.1111111111111111,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.25,0.08333333333333333,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.1,0.08333333333333333,0.15384615384615385,0.07692307692307693,0.125,0.08333333333333333,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.1,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.18181818181818182,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.08333333333333333,0.1111111111111111,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.4,0.16666666666666666,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.08333333333333333,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.09090909090909091,0.08333333333333333,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693
random--la1017,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2222222222222222,0.07142857142857142,0.07142857142857142,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.07142857142857142,0.07692307692307693,1.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.08333333333333333,0.07142857142857142,0.125,0.1111111111111111,0.07142857142857142,0.15384615384615385,0.07142857142857142,0.2,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.08333333333333333,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.08333333333333333,0.16666666666666666,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.1,0.16666666666666666,0.07142857142857142,0.07142857142857142,0.25,0.08333333333333333,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.1,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07692307692307693,0.09090909090909091,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.16666666666666666,0.2222222222222222,0.14285714285714285,0.15384615384615385,0.15384615384615385,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.4,0.08333333333333333,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.15384615384615385,0.07692307692307693,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.08333333333333333,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.09090909090909091,0.16666666666666666,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142
random--la1018,0.125,0.06666666666666667,0.06666666666666667,0.0625,0.0625,0.2222222222222222,0.125,0.0625,0.08333333333333333,0.0625,0.2727272727272727,0.0625,0.07692307692307693,0.07142857142857142,1.0,0.0625,0.0625,0.14285714285714285,0.16666666666666666,0.125,0.25,0.1111111111111111,0.0625,0.15384615384615385,0.0625,0.1,0.0625,0.06666666666666667,0.06666666666666667,0.0625,0.08333333333333333,0.1111111111111111,0.125,0.13333333333333333,0.125,0.0625,0.08333333333333333,0.16666666666666666,0.0625,0.125,0.125,0.13333333333333333,0.125,0.0625,0.0625,0.125,0.07142857142857142,0.0625,0.0625,0.0625,0.0625,0.1,0.08333333333333333,0.125,0.125,0.125,0.08333333333333333,0.125,0.0625,0.125,0.0625,0.125,0.06666666666666667,0.0625,0.1,0.125,0.125,0.125,0.0625,0.15384615384615385,0.09090909090909091,0.13333333333333333,0.2857142857142857,0.13333333333333333,0.0625,0.16666666666666666,0.1111111111111111,0.0625,0.15384615384615385,0.07692307692307693,0.07142857142857142,0.0625,0.07142857142857142,0.2,0.16666666666666666,0.06666666666666667,0.0625,0.0625,0.125,0.0625,0.15384615384615385,0.07692307692307693,0.07142857142857142,0.06666666666666667,0.125,0.125,0.08333333333333333,0.1875,0.06666666666666667,0.0625,0.0625,0.0625,0.0625,0.0625,0.09090909090909091,0.08333333333333333,0.0625,0.125,0.0625,0.07142857142857142,0.07142857142857142,0.0625,0.0625,0.0625,0.0625
random--la1020,0.05263157894736842,0.13333333333333333,0.13333333333333333,0.058823529411764705,0.0625,0.1111111111111111,0.05263157894736842,0.05555555555555555,0.08333333333333333,0.0625,0.09090909090909091,0.0625,0.07692307692307693,0.07142857142857142,0.0625,1.0,0.05555555555555555,0.14285714285714285,0.08333333333333333,0.125,0.125,0.1111111111111111,0.09523809523809523,0.15384615384615385,0.1111111111111111,0.2,0.05263157894736842,0.06666666666666667,0.06666666666666667,0.05263157894736842,0.08333333333333333,0.1111111111111111,0.11764705882352941,0.06666666666666667,0.047619047619047616,0.047619047619047616,0.08333333333333333,0.16666666666666666,0.047619047619047616,0.05,0.09523809523809523,0.06666666666666667,0.0625,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.14285714285714285,0.05263157894736842,0.10526315789473684,0.058823529411764705,0.047619047619047616,0.1,0.08333333333333333,0.047619047619047616,0.047619047619047616,0.125,0.16666666666666666,0.05263157894736842,0.05263157894736842,0.047619047619047616,0.1111111111111111,0.09523809523809523,0.06666666666666667,0.09523809523809523,0.1,0.05555555555555555,0.047619047619047616,0.1,0.058823529411764705,0.07692307692307693,0.09090909090909091,0.06666666666666667,0.14285714285714285,0.06666666666666667,0.125,0.08333333333333333,0.1111111111111111,0.047619047619047616,0.07692307692307693,0.07692307692307693,0.14285714285714285,0.0625,0.14285714285714285,0.2,0.08333333333333333,0.06666666666666667,0.125,0.05263157894736842,0.05555555555555555,0.125,0.07692307692307693,0.07692307692307693,0.07142857142857142,0.06666666666666667,0.058823529411764705,0.05263157894736842,0.08333333333333333,0.11764705882352941,0.06666666666666667,0.11764705882352941,0.047619047619047616,0.05,0.05,0.10526315789473684,0.09090909090909091,0.08333333333333333,0.11764705882352941,0.05555555555555555,0.09523809523809523,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.09523809523809523,0.05555555555555555,0.0625
random--la23,0.05555555555555555,0.13333333333333333,0.13333333333333333,0.058823529411764705,0.0625,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.0625,0.09090909090909091,0.1875,0.07692307692307693,0.14285714285714285,0.0625,0.05555555555555555,1.0,0.14285714285714285,0.08333333333333333,0.0625,0.125,0.1111111111111111,0.1111111111111111,0.07692307692307693,0.1111111111111111,0.1,0.1111111111111111,0.06666666666666667,0.13333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.058823529411764705,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.06666666666666667,0.0625,0.11764705882352941,0.1111111111111111,0.11764705882352941,0.14285714285714285,0.05555555555555555,0.1111111111111111,0.11764705882352941,0.05555555555555555,0.1,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.125,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.05555555555555555,0.1,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.058823529411764705,0.15384615384615385,0.09090909090909091,0.06666666666666667,0.14285714285714285,0.13333333333333333,0.0625,0.08333333333333333,0.2222222222222222,0.1111111111111111,0.07692307692307693,0.07692307692307693,0.07142857142857142,0.125,0.07142857142857142,0.2,0.08333333333333333,0.06666666666666667,0.125,0.1111111111111111,0.05555555555555555,0.0625,0.07692307692307693,0.07692307692307693,0.07142857142857142,0.13333333333333333,0.058823529411764705,0.1111111111111111,0.08333333333333333,0.058823529411764705,0.06666666666666667,0.11764705882352941,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.18181818181818182,0.08333333333333333,0.11764705882352941,0.1111111111111111,0.05555555555555555,0.07142857142857142,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0625
random--la24,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285
random--la28,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.18181818181818182,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.14285714285714285,1.0,0.08333333333333333,0.125,0.1111111111111111,0.08333333333333333,0.25,0.08333333333333333,0.1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.1,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.09090909090909091,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.2222222222222222,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.09090909090909091,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333
random--la210,0.0625,0.13333333333333333,0.06666666666666667,0.0625,0.125,0.1111111111111111,0.125,0.0625,0.08333333333333333,0.0625,0.09090909090909091,0.0625,0.07692307692307693,0.07142857142857142,0.125,0.125,0.0625,0.14285714285714285,0.08333333333333333,1.0,0.125,0.1111111111111111,0.1875,0.07692307692307693,0.0625,0.1,0.0625,0.06666666666666667,0.06666666666666667,0.0625,0.16666666666666666,0.1111111111111111,0.0625,0.13333333333333333,0.125,0.0625,0.16666666666666666,0.16666666666666666,0.125,0.0625,0.0625,0.06666666666666667,0.0625,0.0625,0.125,0.0625,0.07142857142857142,0.0625,0.0625,0.125,0.0625,0.1,0.08333333333333333,0.0625,0.125,0.125,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.06666666666666667,0.125,0.1,0.0625,0.0625,0.0625,0.125,0.07692307692307693,0.18181818181818182,0.06666666666666667,0.14285714285714285,0.06666666666666667,0.0625,0.08333333333333333,0.1111111111111111,0.125,0.15384615384615385,0.15384615384615385,0.14285714285714285,0.0625,0.07142857142857142,0.2,0.08333333333333333,0.06666666666666667,0.0625,0.0625,0.0625,0.1875,0.15384615384615385,0.15384615384615385,0.07142857142857142,0.06666666666666667,0.0625,0.125,0.08333333333333333,0.0625,0.06666666666666667,0.0625,0.125,0.0625,0.125,0.0625,0.09090909090909091,0.08333333333333333,0.0625,0.0625,0.125,0.07142857142857142,0.07142857142857142,0.125,0.0625,0.0625,0.125
random--la211,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.14285714285714285,0.125,0.125,1.0,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.25,0.125,0.25,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.25,0.125,0.125,0.25,0.125,0.25,0.25,0.25,0.125,0.125,0.25,0.125,0.125,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.125,0.2,0.125,0.25,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.125,0.125,0.125,0.25,0.25,0.125
random--la213,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2857142857142857,0.1111111111111111,0.1111111111111111,0.125,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.25,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
random--la214,0.05263157894736842,0.06666666666666667,0.13333333333333333,0.058823529411764705,0.125,0.2222222222222222,0.15789473684210525,0.05555555555555555,0.08333333333333333,0.0625,0.09090909090909091,0.0625,0.15384615384615385,0.07142857142857142,0.0625,0.09523809523809523,0.1111111111111111,0.14285714285714285,0.08333333333333333,0.1875,0.125,0.1111111111111111,1.0,0.07692307692307693,0.05555555555555555,0.1,0.10526315789473684,0.13333333333333333,0.06666666666666667,0.05263157894736842,0.16666666666666666,0.1111111111111111,0.11764705882352941,0.06666666666666667,0.043478260869565216,0.09523809523809523,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.05,0.08695652173913043,0.13333333333333333,0.0625,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.14285714285714285,0.15789473684210525,0.05263157894736842,0.11764705882352941,0.043478260869565216,0.2,0.16666666666666666,0.14285714285714285,0.047619047619047616,0.125,0.16666666666666666,0.05263157894736842,0.05263157894736842,0.043478260869565216,0.1111111111111111,0.043478260869565216,0.13333333333333333,0.08695652173913043,0.1,0.05555555555555555,0.043478260869565216,0.1,0.11764705882352941,0.15384615384615385,0.18181818181818182,0.06666666666666667,0.14285714285714285,0.13333333333333333,0.1875,0.08333333333333333,0.1111111111111111,0.045454545454545456,0.07692307692307693,0.15384615384615385,0.21428571428571427,0.0625,0.07142857142857142,0.2,0.08333333333333333,0.13333333333333333,0.0625,0.05263157894736842,0.1111111111111111,0.0625,0.07692307692307693,0.15384615384615385,0.14285714285714285,0.06666666666666667,0.11764705882352941,0.05263157894736842,0.08333333333333333,0.058823529411764705,0.06666666666666667,0.058823529411764705,0.047619047619047616,0.05,0.1,0.10526315789473684,0.09090909090909091,0.16666666666666666,0.11764705882352941,0.1111111111111111,0.043478260869565216,0.07142857142857142,0.07142857142857142,0.09523809523809523,0.047619047619047616,0.1111111111111111,0.125
